id,username,date,time,tweet,replies_count,retweets_count,likes_count,mentions,pos_neg,pos,neg
1,realdonaldtrump,2020/4/1,7:49:05,30 DAYS TO SLOW THE SPREAD#COVIDー19  http://CoronaVirus.gov  pic.twitter.com/RSUHRfT8If,13828,19413,68599,[],Positive,0.792021403,0.207978597
2,realdonaldtrump,2020/4/1,4:56:23,"Great work @AtlasAirWW, thank you! https://twitter.com/atlasairww/status/1244979079323029505 …",3151,12013,48396,['atlasairww'],Positive,0.987648054,0.012351946
3,realdonaldtrump,2020/4/1,4:27:41,Will be starting The White House news conference at 5:15 P.M. Eastern.,14058,13228,81545,[],Negative,0.033007675,0.966992325
4,realdonaldtrump,2020/4/1,3:52:52,"My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3500, while at the same time making the cars substantially safer. Engines would run smoother. Positive impact on the environment! Foolish executives!",15986,24142,109797,[],Negative,0.214865332,0.785134668
5,realdonaldtrump,2020/4/1,3:51:32,My Administration is helping U.S. auto workers by replacing the failed Obama Emissions Rule. Impossible to satisfy its Green New Deal Standard; Lots of unnecessary and expensive penalties to car buyers!,12224,24527,113359,[],Neutral,0.429654652,0.570345348
6,realdonaldtrump,2020/4/1,3:50:29,"Great news! American families will now be able to buy safer, more affordable, and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old, unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!",25871,32435,183374,[],Positive,0.937183878,0.062816122
7,realdonaldtrump,2020/3/31,22:55:00,Thank you Mike! https://twitter.com/realmikelindell/status/1244774964953309184 …,3487,12043,60190,[],Positive,0.955181531,0.044818469
8,realdonaldtrump,2020/3/31,22:48:43,"With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG & BOLD, Two Trillion Dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4",24312,37934,172234,[],Neutral,0.477087604,0.522912396
9,realdonaldtrump,2020/3/31,21:18:13,"I watched a portion of low rated (very) Morning Psycho (Joe) this Morning in order to see what Nancy Pelosi had to say, & what moves she was planning to further hurt our Country. Actually, other than her usual complaining that I’m a terrible person, she wasn’t bad. Still praying!",36246,27289,153908,[],Negative,0.000139284,0.999860716
10,realdonaldtrump,2020/3/31,19:27:06,"“New York Governor Cuomo says President Trump has been “very helpful.” @foxandfriends  Thank you, everybody is working very hard!",13027,19156,120360,['foxandfriends'],Positive,0.946981521,0.053018479
11,realdonaldtrump,2020/3/31,6:24:57, pic.twitter.com/Zt3mEb1h99,21910,39380,143269,[],Neutral,0.49914298,0.50085702
12,realdonaldtrump,2020/3/31,4:50:35,White House news conference at 5:00 P.M. Eastern. Thank you!,16796,14441,107254,[],Neutral,0.417685095,0.582314905
13,realdonaldtrump,2020/3/31,1:46:15, pic.twitter.com/2hKJkP5Z6N,11526,15463,66860,[],Neutral,0.49914298,0.50085702
14,realdonaldtrump,2020/3/31,1:11:59,"On #NationalDoctorsDay, we recognize the remarkable men & women who treat their fellow Americans, find cures for the diseases & illnesses we face, and never waver in their efforts to treat every patient with the dignity, respect, and empathy they deserve. https://www.whitehouse.gov/presidential-actions/proclamation-national-doctors-day-2020/ …",11071,19616,81499,[],Neutral,0.335835747,0.664164253
15,realdonaldtrump,2020/3/31,1:05:33, pic.twitter.com/nzWJ8ViwbZ,12342,38701,171069,[],Neutral,0.49914298,0.50085702
16,realdonaldtrump,2020/3/30,19:17:10,"Nancy Pelosi and the Democrats delayed the Workers Help/Stimulus Bill by over a week, trying to add real “junk” into the Bill. Got some bad things, having nothing to do with those affected by the Virus, included. Republicans need their votes until we WIN BACK THE HOUSE IN 2020!",37485,43159,189031,[],Neutral,0.568693023,0.431306977
17,realdonaldtrump,2020/3/30,19:07:25,Thank you Dr. Hahn & the FDA for your fast approval of this respected Ohio company recommended by Governor @MikeDeWine. Great potential! https://twitter.com/SteveFDA/status/1244472087831552004 …,2192,11679,50175,['mikedewine'],Positive,0.992154023,0.007845977
18,realdonaldtrump,2020/3/30,13:15:37,Will be interviewed on @foxandfriends at 7:55 A.M. USA STRONG!,15315,15458,93900,['foxandfriends'],Positive,0.804651154,0.195348846
19,realdonaldtrump,2020/3/30,7:43:14, pic.twitter.com/YzhyVR1N6d,10928,13718,65120,[],Neutral,0.49914298,0.50085702
20,realdonaldtrump,2020/3/30,7:43:07, pic.twitter.com/MtEehGY9cp,5122,14144,60141,[],Neutral,0.49914298,0.50085702
21,realdonaldtrump,2020/3/30,4:57:55,Will be starting The White House news conference at 5:30 P.M. Eastern.,13146,13192,85551,[],Negative,0.057885289,0.942114711
22,realdonaldtrump,2020/3/30,4:06:35,"So proud of the @USACEHQ, @FEMA, and the Federal Government for the 2,900 bed hospital they built in 4 days (way ahead of schedule) in the Javits Center for NY. We are now moving the teams to join others so they can continue to build more hospitals/beds. Keep up the GREAT WORK!",5653,16032,69934,"['usacehq', 'fema']",Positive,0.941720839,0.058279161
23,realdonaldtrump,2020/3/30,4:03:36,Thank you very much to Ken Langone for being a great American and for your wonderful comments on @TeamCavuto.,2855,9518,54074,['teamcavuto'],Positive,0.996344588,0.003655412
24,realdonaldtrump,2020/3/30,3:00:26,"I am a great friend and admirer of the Queen & the United Kingdom. It was reported that Harry and Meghan, who left the Kingdom, would reside permanently in Canada. Now they have left Canada for the U.S. however, the U.S. will not pay for their security protection. They must pay!",90444,99247,532919,[],Neutral,0.597291355,0.402708645
25,realdonaldtrump,2020/3/30,2:10:52,Happy National Vietnam War Veterans Day to all of our Vietnam era Veterans. You have earned our gratitude and thanks by your actions years ago and what you have done since returning home. The Nation thanks you and your families for your service and sacrifice. We love you! https://twitter.com/mobbs_mentality/status/1244279566040010754 …,9153,19656,74559,[],Neutral,0.344151966,0.655848034
26,realdonaldtrump,2020/3/30,1:49:09,...The CBS News poll said 13 percent of Republicans trusted the news media for information about the virus.” Michael M. Grynbaum @NYTimes,7540,9156,43534,['nytimes'],Positive,0.979139395,0.020860605
27,realdonaldtrump,2020/3/30,1:48:37,"...alone attracted 6.2 million viewers for the president’s briefing — an astounding number for a 6 p.m. cable broadcast, more akin to the viewership for a popular prime-time sitcom...",5653,9638,47260,[],Positive,0.865559262,0.134440738
28,realdonaldtrump,2020/3/30,1:48:37,"...On Monday, nearly 12.2 million people watched Mr. Trump’s briefing on CNN, Fox News and MSNBC, according to Nielsen — ‘Monday Night Football’ numbers. Millions more are watching on ABC, CBS, NBC and online streaming sites, and the audience is expanding. On Monday, Fox News...",4084,4752,19297,[],Neutral,0.633006984,0.366993016
29,realdonaldtrump,2020/3/30,1:48:36,"“President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news, roughly the viewership of the season finale of ‘The Bachelor.’ Numbers are continuing to rise...",77736,24782,125533,[],Neutral,0.631099837,0.368900163
30,realdonaldtrump,2020/3/30,1:06:20,"Because the “Ratings” of my News Conferences etc. are so high, “Bachelor finale, Monday Night Football type numbers” according to the @nytimes, the Lamestream Media is going CRAZY. “Trump is reaching too many people, we must stop him.” said one lunatic. See you at 5:00 P.M.!",51780,32207,139790,['nytimes'],Negative,0.019446843,0.980553157
31,realdonaldtrump,2020/3/30,0:53:31,Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis. The Fake News just hasn’t figured that out yet!,15873,25703,121766,[],Negative,0.00700598,0.99299402
32,realdonaldtrump,2020/3/30,0:34:16,The Lamestream Media wants us to fail. That will NEVER happen!,28948,38483,202054,[],Negative,0.037958272,0.962041728
33,realdonaldtrump,2020/3/30,0:12:52,"Hope the FDA can approve Mask Sterilization equipment ASAP. As per Governor @MikeDeWine, there is a company in Ohio, @Battelle, which has equipment that can sterilize masks quickly.",3659,13152,56839,"['mikedewine', 'battelle']",Positive,0.998826615,0.001173385
34,realdonaldtrump,2020/3/30,0:07:34,"“With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow @MariaBartiromo We were breaking all records, especially on employment. It will all come roaring back again, and fast!",8910,16594,80186,"['larry_kudlow', 'mariabartiromo']",Positive,0.80391429,0.19608571
35,realdonaldtrump,2020/3/29,23:13:26,Highly recommended by Governor @MikeDeWine of Ohio. @FDA must move quickly! https://twitter.com/PaigePfleger/status/1243972525262082048 …,8200,16245,46574,"['mikedewine', 'fda']",Neutral,0.395659859,0.604340141
36,realdonaldtrump,2020/3/29,22:01:57,Will be doing a press conference today at 5:00 P.M. The White House. People are working harder than I have ever seen people work. It is a beautiful thing to watch!,24892,27730,158135,[],Negative,0.05257851,0.94742149
37,realdonaldtrump,2020/3/29,8:19:31,....Federal Government. A quarantine will not be necessary. Full details will be released by CDC tonight. Thank you!,9702,16714,75735,[],Positive,0.987675514,0.012324486
38,realdonaldtrump,2020/3/29,8:19:25,"On the recommendation of the White House CoronaVirus Task Force, and upon consultation with the Governor’s of New York, New Jersey and Connecticut, I have asked the @CDCgov to issue a strong Travel Advisory, to be administered by the Governors, in consultation with the....",14628,24019,109968,['cdcgov'],Neutral,0.262145218,0.737854782
39,realdonaldtrump,2020/3/29,6:30:11,"With the courage of our doctors and nurses, with the skill of our scientists and innovators, with the determination of the American People, and with the grace of God, WE WILL WIN THIS WAR. When we achieve this victory, we will emerge stronger and more united than ever before! pic.twitter.com/sFmxKzXdGC",24504,45602,189801,[],Negative,0.174037525,0.825962475
40,realdonaldtrump,2020/3/29,2:33:19, https://www.pscp.tv/w/cU4-UjEyMzE3NDF8MUx5eEJOd29FUU94TuCEf05Mfc52CgN3ERBbn13bqz8Avr0UIy8C286LI_Bu?t=1s …,11586,19195,76912,[],Neutral,0.49914298,0.50085702
41,realdonaldtrump,2020/3/29,1:31:58,"I am giving consideration to a QUARANTINE of developing “hot spots”, New York, New Jersey, and Connecticut. A decision will be made, one way or another, shortly.",39108,33774,180551,[],Positive,0.873400395,0.126599605
42,realdonaldtrump,2020/3/29,0:56:36,"Heading to the Great State of Virginia now, will be there shortly. The #USNSComfort is “loaded to the gills” at Naval Station Norfolk, departing for New York City this afternoon. pic.twitter.com/1ZSUweoX7x",7647,16105,73729,[],Positive,0.983817058,0.016182942
43,realdonaldtrump,2020/3/28,22:16:02,"....very often FAKE NEWS. Lamestream Media should be forced to reveal sources, very much as they did in the long ago past. If they did that, the media would be trusted again, and Fake News would largely be a thing of the past!",12994,17023,77840,[],Negative,0.228512829,0.771487171
44,realdonaldtrump,2020/3/28,20:33:28,"One of the reasons that Fake News has become so prevalent & far reaching is the fact that corrupt “journalists” base their stories on SOURCES that they make up in order to totally distort a narrative or story. When you see, “five sources say”, don’t believe the story, it is....",37414,38206,170133,[],Negative,0.223618292,0.776381708
45,realdonaldtrump,2020/3/28,20:13:36,"So much of the Lamestream Media is writing and broadcasting stories with facts that are made up and knowingly wrong. They are doing it by quoting unnamed sources that simply do not exist. These are very dangerous & corrupt people, who will do anything to win. NAME YOUR SOURCES!",46497,44837,200513,[],Neutral,0.340505881,0.659494119
46,realdonaldtrump,2020/3/28,12:49:29,Thank you James! https://twitter.com/RealJamesWoods/status/1243664419453685760 …,12526,26286,124073,[],Positive,0.92954415,0.07045585
47,realdonaldtrump,2020/3/28,12:40:17,More Fake News! https://twitter.com/Santucci/status/1243708703972433927 …,3361,11960,43963,[],Neutral,0.314928112,0.685071888
48,realdonaldtrump,2020/3/28,12:21:32,"Such Fake reporting by the @nytimes, @washingtonpost, @CNN & others. They use a small portion of a sentence out of a full paragraph in order to demean. They really are corrupt and disgusting. No wonder the media is, according to polls, record setting low & untrusted.  #MAGA",16391,34976,143037,"['nytimes', 'washingtonpost', 'cnn']",Negative,0.142144785,0.857855215
49,realdonaldtrump,2020/3/28,10:34:45, pic.twitter.com/GG1pdqME1J,4422,11019,48167,[],Neutral,0.49914298,0.50085702
50,realdonaldtrump,2020/3/28,10:34:30, pic.twitter.com/w7551gFny1,3280,12542,49022,[],Neutral,0.49914298,0.50085702
51,realdonaldtrump,2020/3/28,10:29:57,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her head, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",43193,25737,129296,[],Neutral,0.67277861,0.32722139
52,realdonaldtrump,2020/3/28,9:05:07,She is a third rate reporter who has nothing going. A Fake News “journalist”. https://twitter.com/greg_price11/status/1243677737761615872 …,11956,17394,69251,[],Neutral,0.333072398,0.666927602
53,realdonaldtrump,2020/3/28,5:13:10,"We are marshalling the full power of government and society to achieve victory over the virus. Together, we will endure, we will prevail, and we will WIN! #CARESAct pic.twitter.com/zb2PJTldGQ",24589,22438,98571,[],Negative,0.214292354,0.785707646
54,realdonaldtrump,2020/3/28,4:34:03,"I just signed the CARES Act, the single biggest economic relief package in American History – twice as large as any relief bill ever enacted. At $2.2 Trillion Dollars, this bill will deliver urgently-needed relief for our nation’s families, workers, and businesses. #CARESAct?? https://twitter.com/senategop/status/1243613618186465280 …",10325,17654,64355,[],Positive,0.997443546,0.002556454
55,realdonaldtrump,2020/3/28,4:32:53,News conference live from the @WhiteHouse today. 5:30 P.M. Eastern!,6436,10154,56759,['whitehouse'],Negative,0.178753268,0.821246732
56,realdonaldtrump,2020/3/28,3:57:36,"Thank you to Rachel @Maddow for putting our Military on full display, and showing how GREAT a job the Federal Government is doing! Also, a special thanks to General Semonite, a Patriot of the highest order and a truly talented engineer and builder! pic.twitter.com/JRQlNpLbxv",6335,16189,63379,['maddow'],Positive,0.998580266,0.001419734
