id,username,date,time,tweet
1001195728646103041,juanmansantos,2018-05-29,04:17:17,La carne colombiana está cerca de llegar a China. Con estatus de país libre de aftosa retomamos proceso de admisibilidad al gigante asiático. Nuestra carne ya se exporta a 18 países y genera unos 926.000 empleos directos.  pic.twitter.com/R6hLiWHjYx
939603040549638144,juanmansantos,2017-12-10,05:09:56,Duro golpe #ContraElContrabando logró la inmovilización de 15 contenedores en confecciones y calzado procedentes de China. ¡Felicitaciones @DIANColombia y @PoliciaAduanera! https://twitter.com/CaracolRadio/status/939586978458238976 …
873927576577822720,juanmansantos,2017-06-11,23:39:05,Felicitamos a aprendices del @SENAComunica por su triunfo en #Worldskills en China. Esto es formación con talento. ¡Ganaron oro y plata!  https://twitter.com/senacomunica/status/873610582775222273 …
800156526853791745,juanmansantos,2016-11-20,09:59:16,Presidente Xi Jinping ratificó apoyo a la paz y al posconflicto. También nos expresó interés de China por invertir en Colombia. #APEC2016 pic.twitter.com/QJx3G2mYPJ
800053230457602048,juanmansantos,2016-11-20,03:08:49,"Estamos en Lima, Perú para participar en #APEC2016. Nos reuniremos con Presidente de China, Xi Jinping y Primer Ministro de Japón @AbeShinzo pic.twitter.com/G32w9Late8"
797461206655242240,juanmansantos,2016-11-12,23:29:02,"Avanzamos hacia una Colombia más equitativa. Alianza sellada con China, gran aporte para seguir reduciendo pobreza  https://goo.gl/SU6PeB "
795058531082846208,juanmansantos,2016-11-06,08:21:39,Cada día más colombianos salen de la pobreza. Desde China nos visitaron para conocer qué hacemos:  https://goo.gl/WEyKV0  #JuntosPorColombia pic.twitter.com/58mQ3PSa7p
669332106955329536,juanmansantos,2015-11-25,09:49:44,"Tras intensa gestión diplomática, Harold Carrillo, condenado pena muerte en China, será repatriado por razones humanitarias. @CancilleriaCol"
667018230393884673,juanmansantos,2015-11-19,00:35:13,Orgulloso de Selección Colombia de Patinaje: nos llenó de gloria en China al ganar Mundial de Pista con 13 medallas de oro. ¡Felicitaciones!
666964939500834818,juanmansantos,2015-11-18,21:03:27,Con Pdte Xi Jinping reafirmamos interés de China en COL y apoyo a mandato de Consejo Seguridad @UN para verificación pic.twitter.com/HHD8xFe48w
601559835713347584,juanmansantos,2015-05-22,09:26:55,"De 20 pasamos a 200 colombianos becados en China. Impulsaremos turismo para que más chinos conozcan la tierra de Gabo, escritor que admiran."
601558298115051520,juanmansantos,2015-05-22,09:20:49,Invitamos a China a invertir en proyectos de infraestructura como vía Puerto Arimena-Puerto Carreño en los Llanos y centro logístico Bventra
601529040906932224,juanmansantos,2015-05-22,07:24:33,"Damos bienvenida a Colombia al Primer Ministro de China, Li Keqiang, en los 35 años del establecimiento de relaciones  pic.twitter.com/v0Zbxt7E1J"
468802515497390080,juanmansantos,2014-05-21,01:16:44,"Felicitaciones a los Palenqueros que reciben 1er puesto en el Libro del año en premios Gourmand World Cookbook Awards 2014 en Beijing,China"
220315986514018307,juanmansantos,2012-07-04,08:39:59,Hoy también promulgué TLC con Canadá y Acuerdo de Promoción y Protección de Inversiones con China. Esto es más empleo.
200730416586563584,juanmansantos,2012-05-11,07:33:55,Visita de Colombia a China ha sido exitosa  y ha cumplido con creces las expectativas. Eso es por el buen momento que pasan los dos países
200423684521996289,juanmansantos,2012-05-10,11:15:04,Hemos identificado proyectos concretos para que la visita a China se pueda traducir en grandes beneficios para Colombia
200009973437186048,juanmansantos,2012-05-09,07:51:08,Queremos atraer inversión de China a Colombia y que nos abran los mercados de ese país. Esto se traduce en más empleo para los colombianos.
