id,username,date,time,tweet
1026844150107398144,arifalvi,2018-08-07,22:54:57,"Excellent statistics on how China is progressing. While they are speeding into a huge socially responsive economy, our key is also in the ignition towards a Naya Pakistan  https://twitter.com/wef/status/1026841683969957888 …"
974941200418566144,arifalvi,2018-03-17,17:31:10,"China has had three decades of exceptional growth, and 90% of companies listed are govt enterprises @Asad_Umar Reasonable honesty and better systems can deliver to keep Core businesses within the public sector. Ittefaq & AirBlue make profit PSM & PIA don't. Viva Panama & Dubai https://twitter.com/TaAnw/status/974937830584668160 …"
971330716456947712,arifalvi,2018-03-07,18:24:23,More than 420 MillionGallons/Day are being dumped into the sea in Karachi. Fish stocks are depleted by 90%. There is no sewage treatment plant in Karachi. The one in Mehmoodabad suffered when 100 acres went into China cutting including 50 acres by KMC under Mustafa Kamal 2007  https://twitter.com/omar_quraishi/status/971322628953772033 …
952532002242285568,arifalvi,2018-01-14,21:25:01,You mean our leaders can also meet those politicians in China who have been convicted. We are a friendly country
952406534948040705,arifalvi,2018-01-14,13:06:27,"China is a great friend of Pakistan and will always stay as such. But meeting of the Chinese Ambassador with an ex-PM who was disqualified by the Supreme Court of Pakistan, at his Jati Umra residence, is un-diplomatic  pic.twitter.com/h8FqSFeZhn"
944094640134909952,arifalvi,2017-12-22,14:37:57,"First MQM does China Cutting of amenity parks, sells plots for hefty sums, & when they r vacated under SupCourt orders he wants the crooks compensated. Why doesn't MQM return the money looted itself, Why shud govt pay? https://www.dawn.com/news/1378035/sattar-seeks-compensation-for-properties-razed-by-kda-on-court-orders … کراچی کے لوگوں کو بیوقوف سمجھتے ہیں؟"
938617779074338818,arifalvi,2017-12-07,11:54:51,'China-cutting' & allotment of 150 Acres of Sewage Treatment Plant land in Mehmoodabad done by MQM City Council under 'Mayor' Mustafa Kamal. Corruption worth billions. No one has spared my city  https://www.dawn.com/news/1374903/rid-karachiites-of-water-tankers-sc-says-as-cm-murad-kamal-appear-in-unsafe-water-case …
892602468156223488,arifalvi,2017-08-02,12:26:26,Supreme Court clarifies and says exactly what I heard in court on Nov 1. PMLN acting like a bull in a china shop   https://www.dawn.com/news/1348961/allegations-of-justice-khosa-requesting-imran-khan-to-file-petition-completely-untrue-sc-registrar … https://twitter.com/ArifAlvi/status/891497890367123456 …
866146286734630912,arifalvi,2017-05-21,12:19:01,"Look at China using major part of its wealth for development of entire region, increasing trade and prosperity, despite issues with India  https://twitter.com/ArifAlvi/status/866144396118458368 …"
840040458591977473,arifalvi,2017-03-10,11:23:47,"Karachi has severely sufferd from land grabbing from Politicians in power,land mafia,china cutting of parks & playgrounds, MQM/PPP onslaught  https://twitter.com/11thhourARY/status/839956807690977280 …"
